active_product,category_id,category_name,current_stock,currently_active_vendor,price,product_num,profit_margin,subcategory_id,subcategory_name,vendor
False,PSO,Sports & Outdoors,31,False,5.94,F387FB42291D,0.3239232735202144,PSOCY,Cycling & Accessories,SOPAJ
False,PSO,Sports & Outdoors,192,False,5.96,EBA56C48B379,0.3239232735202144,PSOCY,Cycling & Accessories,SOPAJ
False,PSO,Sports & Outdoors,11,False,5.99,B934ABE2D94F,0.3239232735202144,PSOCY,Cycling & Accessories,SOPAJ
False,PSO,Sports & Outdoors,95,False,34.52,8AE81E794B71,0.3239232735202144,PSOCY,Cycling & Accessories,SOPAJ
False,PSO,Sports & Outdoors,70,False,9.91,31BB2CB8CE81,0.3239232735202144,PSOCY,Cycling & Accessories,SOPAJ
False,PSO,Sports & Outdoors,55,False,24.73,3DD9B873CA9F,0.3239232735202144,PSOCY,Cycling & Accessories,SOPAJ
False,PSO,Sports & Outdoors,71,False,26.19,4D54FBF46AEB,0.3239232735202144,PSOCY,Cycling & Accessories,SOPAJ
False,PSO,Sports & Outdoors,92,False,45.28,7FD0834210DC,0.3239232735202144,PSOCY,Cycling & Accessories,SOPAJ
False,PSO,Sports & Outdoors,63,False,45.78,ADF782CFB427,0.3239232735202144,PSOCY,Cycling & Accessories,SOPAJ
False,PSO,Sports & Outdoors,71,False,50.89,AC810E22DD44,0.3239232735202144,PSOCY,Cycling & Accessories,SOPAJ
False,PSO,Sports & Outdoors,61,False,53.34,611AFCEB47AC,0.3239232735202144,PSOCY,Cycling & Accessories,SOPAJ
False,PSO,Sports & Outdoors,10,False,363.24,081953309A38,0.3239232735202144,PSOCY,Cycling & Accessories,SOPAJ
False,PSO,Sports & Outdoors,41,False,94.97,2747392B26BC,0.3239232735202144,PSOCY,Cycling & Accessories,SOPAJ
False,PSO,Sports & Outdoors,9,False,141.05,0D30950E4310,0.3239232735202144,PSOCY,Cycling & Accessories,SOPAJ
False,PSO,Sports & Outdoors,45,False,197.14,7826AEED1A4E,0.3239232735202144,PSOCY,Cycling & Accessories,SOPAJ
False,PSO,Sports & Outdoors,74,False,16.04,8BC464766154,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,199,False,19.96,B82919590340,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,20,False,23.57,E62A322DA050,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,70,False,28.93,660D626239FC,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,93,False,31.68,79EBDE77957E,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,68,False,35.12,85E4FE26B9AE,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,81,False,36.99,A2F5A1C4E9A8,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,63,False,38.02,64C9AAC29710,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,34,False,48.9,1107CC746FDE,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,80,False,40.25,4DFEB6B2049D,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,69,False,55.41,409A7ECE96D3,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,64,False,57.16,D36620EF297F,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,57,False,59.77,DB321BF8FCC7,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,98,False,63.87,715B481566D6,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,24,False,68.85,7F7B4A85D726,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,67,False,88.37,804DF0DADBF1,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,91,False,90.07,9F459C420430,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,33,False,117.9,C2EC49F34738,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,33,False,127.23,261834BAD5F8,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,40,False,140.0,5F230CFA0AB6,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,39,False,229.32,998056C2BAE9,-0.0243880730134661,PSOCA,Camping & Hiking,SOPAJ
False,PSO,Sports & Outdoors,94,False,20.45,756BF4C622B4,0.3739232735202143,PSOCL,Climbing,SOPAJ
False,PSO,Sports & Outdoors,65,False,23.83,F84B48615A68,0.3739232735202143,PSOCL,Climbing,SOPAJ
False,PSO,Sports & Outdoors,66,False,31.2,BE5CA6955D78,0.3739232735202143,PSOCL,Climbing,SOPAJ
False,PSO,Sports & Outdoors,38,False,37.63,F0156817AFAA,0.3739232735202143,PSOCL,Climbing,SOPAJ
False,PSO,Sports & Outdoors,99,False,38.31,E2CFE67B652D,0.3739232735202143,PSOCL,Climbing,SOPAJ
False,PSO,Sports & Outdoors,63,False,44.16,9936E1DF0AE2,0.3739232735202143,PSOCL,Climbing,SOPAJ
False,PSO,Sports & Outdoors,82,False,52.32,A4100800CE9B,0.3739232735202143,PSOCL,Climbing,SOPAJ
False,PSO,Sports & Outdoors,47,False,55.33,1F663C84340B,0.3739232735202143,PSOCL,Climbing,SOPAJ
False,PSO,Sports & Outdoors,37,False,164.35,08FEA234E2A9,0.3739232735202143,PSOCL,Climbing,SOPAJ
False,PSO,Sports & Outdoors,43,False,62.62,3D47A9EE02E4,0.3739232735202143,PSOCL,Climbing,SOPAJ
False,PSO,Sports & Outdoors,12,False,71.6,B74CB640B10D,0.3739232735202143,PSOCL,Climbing,SOPAJ
False,PSO,Sports & Outdoors,27,False,87.74,F4D57E7BFFAF,0.3739232735202143,PSOCL,Climbing,SOPAJ
False,PSO,Sports & Outdoors,20,False,129.06,A6C0C81B847D,0.3739232735202143,PSOCL,Climbing,SOPAJ
False,PSO,Sports & Outdoors,33,False,87.09,C88F3159B5B1,0.3739232735202143,PSOCL,Climbing,SOPAJ
False,PSO,Sports & Outdoors,83,False,89.79,96144FE960EB,0.3739232735202143,PSOCL,Climbing,SOPAJ
False,PSO,Sports & Outdoors,45,False,96.6,F9EC20B50849,0.3739232735202143,PSOCL,Climbing,SOPAJ
False,PSO,Sports & Outdoors,48,False,172.37,42CBB33F0657,0.3739232735202143,PSOCL,Climbing,SOPAJ
