active_product,category_id,category_name,current_stock,currently_active_vendor,price,product_num,profit_margin,subcategory_id,subcategory_name,vendor
True,PBO,Books,24,True,31.6,1A1780FC68F4,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PBO,Books,15,True,30.72,12A78200A271,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PBO,Books,37,True,34.37,5BDEE4E68AC9,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PBO,Books,30,True,39.28,6917F24AE136,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PBO,Books,81,True,41.23,109D54554C0E,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PCL,Clothing,100,True,5.95,015305533EBF,0.7371309956369039,PCLTS,TShirts,KWOXE
True,PCL,Clothing,89,True,20.32,9394541AAF11,0.7371309956369039,PCLTS,TShirts,KWOXE
True,PCL,Clothing,38,True,22.82,D61EABC4E8AC,0.7371309956369039,PCLTS,TShirts,KWOXE
True,PCL,Clothing,151,True,13.42,7B9EC264445F,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,49,True,16.33,4C95C2B863AE,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,191,True,17.77,0D4017695035,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,51,True,18.27,8E929F77E4D5,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,56,True,19.71,189823F45258,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,89,True,20.67,D13F41BF1D6E,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,41,True,25.22,844BC51B6B7E,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,42,True,29.28,217738C9CE25,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,50,True,30.35,1FCB73B8D946,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,69,True,32.84,BEE1E8F5A880,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,30,True,38.94,CC7D34956523,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,45,True,40.25,E4C1DF242888,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,64,True,46.01,5038B4FC2DCA,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,28,True,57.2,2A51EBC0FC9E,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,64,True,62.02,A8492B034C96,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,18,True,78.03,32CDCE9F7A84,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,33,True,7.46,754815693BA9,0.1339232735202144,PCLSO,Socks,KWOXE
True,PCL,Clothing,72,True,9.53,14696093F57D,0.1339232735202144,PCLSO,Socks,KWOXE
True,PCL,Clothing,96,True,11.0,C752FB519117,0.1339232735202144,PCLSO,Socks,KWOXE
True,PCL,Clothing,138,True,11.97,D39C0A78C527,0.1339232735202144,PCLSO,Socks,KWOXE
True,PCL,Clothing,120,True,12.88,685FF85F9EDB,0.1339232735202144,PCLSO,Socks,KWOXE
True,PCL,Clothing,73,True,14.23,E17EC60E5419,0.1339232735202144,PCLSO,Socks,KWOXE
True,PCL,Clothing,55,True,18.54,2F4911D947DB,0.1339232735202144,PCLSO,Socks,KWOXE
